270,804,645,823,622,1241,247,1222,0,"告"
799,724,3039,734,3037,1176,797,1165,0,"立东广告"
3107,997,3757,977,3767,1287,3117,1308,0,"网吧"
3674,940,4061,913,4081,1202,3694,1229,0,"胖子"
4063,1041,4207,1041,4207,1228,4063,1228,0,"开"
3210,1440,3359,1401,3424,1655,3275,1694,0,"照相"
3748,1676,3875,1637,3954,1893,3826,1933,0,"住宿"
3880,2083,4080,2015,4155,2233,3956,2302,0,"照"
2756,1784,3315,1756,3328,2004,2769,2033,0,"照相"
2775,2031,3337,2007,3343,2133,2781,2158,0,"请上二楼"
2690,1482,2807,1478,2809,1514,2692,1518,0,"广八路"
2687,1514,2821,1512,2822,1568,2688,1569,0,"112附1"
1031,1527,1734,1518,1737,1778,1034,1787,0,"店面维修"
1784,1512,2586,1475,2597,1731,1795,1768,0,"工程图复印"
1009,2024,1406,2003,1412,2101,1014,2122,0,"会议礼品"
1016,2277,1393,2277,1393,2364,1016,2364,0,"发光字水晶字"
1415,1913,1943,1888,1951,2069,1423,2094,0,"喷绘写真"
1982,1888,2459,1868,2466,2048,1990,2069,0,"展柜制作"
1420,2140,1944,2114,1953,2292,1429,2318,0,"彩色印刷"
1995,2100,2486,2066,2499,2264,2008,2298,0,"广告招聘"
1170,1836,1298,1838,1298,1879,1170,1877,0,"招聘"
1092,1880,1361,1874,1362,1907,1093,1913,0,"广告制作师傅"
1094,1932,1360,1923,1360,1950,1095,1960,0,"平面设计"
1080,1973,1355,1968,1355,2004,1080,2009,0,"广告制作学徒"
2868,1723,3015,1718,3015,1745,2869,1750,1,"###"
1097,1908,1359,1908,1359,1927,1097,1927,1,"###"
1097,1959,1348,1959,1348,1971,1097,1971,1,"###"
1031,1904,1090,1904,1090,1989,1031,1989,1,"###"
1358,1903,1398,1903,1398,1985,1358,1985,1,"###"
2492,1879,2572,1867,2651,2362,2567,2369,1,"刻章立#"
3375,122,3855,122,3855,290,3375,290,0,"证件快照"
3884,156,4209,156,4209,315,3884,315,0,"快照快"
3403,2,4203,2,4203,146,3403,146,1,"###"
1941,2327,1981,2327,1981,2366,1941,2366,0,"拉"
2105,2309,2432,2309,2432,2368,2105,2368,1,"###"
4082,1516,4206,1516,4206,1695,4082,1695,0,"香"
3973,2262,4186,2262,4186,2366,3973,2366,0,"请上"
4111,1990,4208,1990,4208,2211,4111,2211,1,"###"
3408,2016,3564,1962,3571,1991,3420,2041,1,"###"
3366,1763,3493,1694,3497,1724,3371,1789,1,"###"
3369,1784,3450,1744,3457,1766,3378,1803,1,"###"
3433,1927,3514,1898,3520,1918,3439,1943,1,"###"
3442,1958,3511,1936,3515,1957,3446,1975,1,"###"
3423,1860,3515,1818,3520,1835,3432,1870,1,"###"
3432,1894,3495,1869,3499,1887,3439,1908,1,"###"
3622,1826,3659,1804,3666,1823,3631,1840,1,"###"
3617,1849,3672,1823,3675,1835,3622,1863,1,"###"
3622,1863,3679,1839,3679,1850,3627,1875,1,"###"
1021,2160,1138,2160,1138,2247,1021,2247,0,"丝印"
1170,2157,1391,2157,1391,2233,1170,2233,0,"有机加工"
