1714,2108,1774,2093,1809,2246,1749,2260,0,"精品"
1807,2119,1842,2111,1893,2313,1858,2321,0,"精品水"
314,1303,364,1299,373,1431,324,1435,0,"中国黄金"
281,1316,315,1315,317,1447,283,1448,0,"沱牌贡酒"
587,1470,617,1470,619,1581,589,1581,0,"沱牌贡酒"
622,1465,655,1465,658,1574,625,1574,0,"中国黄金"
942,1562,967,1556,991,1645,967,1652,0,"沱牌贡酒"
1085,1648,1104,1648,1099,1732,1080,1731,0,"沱牌贡酒"
1215,1710,1237,1710,1239,1784,1218,1785,0,"沱牌贡酒"
1269,1759,1292,1758,1295,1820,1272,1821,0,"沱牌贡酒"
1299,1759,1319,1759,1319,1824,1299,1824,0,"中国黄金"
945,1754,1293,1821,1266,1962,918,1895,0,"龙乡菜欢迎您"
1001,2107,1226,2097,1229,2165,1003,2174,0,"13982982338"
1008,2182,1284,2162,1291,2246,1015,2267,0,"028_26376278"
5,1626,152,1627,149,1881,3,1879,0,"菜"
1468,1811,1677,1768,1704,1901,1495,1944,1,"#超市"
1453,1950,1529,1933,1535,1958,1458,1974,1,"##电话"
1546,1934,1688,1904,1693,1922,1551,1953,0,"15283212828"
1544,1953,1706,1921,1709,1939,1548,1971,0,"028-26615568"
322,2022,479,2022,479,2441,322,2441,0,"大众"
1437,1844,1460,1844,1460,1899,1437,1899,0,"中国黄金"
475,966,1206,1438,1212,1575,476,1126,0,"028-26376278"
528,761,835,1011,843,1107,532,872,0,"大众消费"
920,1095,1109,1239,1119,1319,925,1180,0,"承接宴席"
1798,1871,1854,1907,1870,1984,1813,1955,1,"###"
1885,2130,1927,2125,1948,2247,1908,2252,1,"##医保"
1352,1814,1366,1809,1378,1870,1361,1873,0,"中国黄金"
1922,1941,1963,1971,1978,2035,1932,2007,1,"###"
1995,2159,2017,2155,2020,2164,1998,2167,1,"###"
1818,2405,1840,2397,1849,2427,1827,2433,1,"###"
2294,2184,2326,2179,2328,2191,2296,2195,1,"###"
925,1959,1161,1998,1161,2105,915,2076,0,"大众家常菜"
1161,2003,1305,2025,1305,2108,1164,2091,0,"承接宴席"
