489,349,1801,227,1819,418,507,540,0,"地址·德国风情街"
482,595,2208,485,2220,672,494,783,0,"时间·2015年7月~8月"
838,809,2243,723,2253,881,848,966,0,"17:00~24:00"
825,2549,934,2557,931,2593,822,2585,0,"鄂A·Y75J0"
1217,2064,1277,2053,1282,2079,1222,2090,0,"把光谷"
1209,2095,1290,2073,1295,2094,1215,2116,1,"###"
1222,2106,1282,2094,1286,2113,1226,2125,1,"###"
1083,2145,1120,2149,1119,2161,1081,2157,1,"###"
1050,2159,1089,2163,1087,2176,1048,2172,1,"###"
1051,2179,1085,2179,1085,2193,1051,2193,1,"###"
1113,2163,1153,2165,1152,2176,1112,2174,1,"###"
1113,2182,1148,2180,1149,2191,1113,2193,1,"###"
79,2224,167,2233,160,2296,72,2287,0,"WORLD CITY"
38,2342,171,2340,172,2384,39,2386,0,"OPTICAL VALLEY"
38,2393,160,2386,161,2413,39,2420,1,"###"
460,2341,527,2338,528,2361,461,2364,1,"###"
1850,2104,1905,2104,1905,2122,1850,2122,1,"###"
653,2265,682,2265,682,2284,653,2284,1,"###"
