2154,1242,2448,1242,2448,1378,2154,1378,0,"招聘服务员"
2176,1361,2406,1361,2406,1435,2176,1435,0,"联系1519680218"
2181,1421,2427,1421,2427,1469,2181,1469,0,"电话15880232235"
2294,1465,2443,1465,2443,1519,2294,1519,1,"本店##营"
1082,1010,1219,1010,1219,1061,1082,1061,0,"住房出租"
1010,1081,1297,1081,1297,1125,1010,1125,0,"地址：春天半岛，价格面议"
1393,265,1978,265,1978,2320,1393,2320,0,"山野鸡"
2168,2380,2448,2380,2448,2443,2168,2443,1,"###"
2402,1708,2447,1708,2447,1789,2402,1789,0,"拉"
1056,1154,1262,1163,1264,1188,1060,1183,0,"电话：13551717226"
1199,1645,1248,1645,1248,1660,1199,1660,1,"###"
1222,1431,1245,1431,1245,1448,1222,1448,1,"###"
1211,1416,1249,1416,1249,1428,1211,1428,1,"###"
1200,1660,1249,1660,1249,1674,1200,1674,1,"###"
1237,1533,1274,1533,1274,1543,1237,1543,1,"###"
1237,1543,1275,1543,1275,1558,1237,1558,1,"###"
1233,1587,1271,1587,1271,1609,1233,1609,1,"###"
1040,1579,1056,1579,1056,1591,1040,1591,1,"###"
2391,1628,2446,1628,2446,1640,2391,1640,1,"###"
1187,1574,1224,1574,1224,1590,1187,1590,1,"###"
