836,2767,2427,2767,2427,3145,836,3145,0,"功夫熊猫"
1464,3074,1756,3074,1756,3354,1464,3354,0,"3"
2633,3631,3088,3631,3088,3655,2633,3655,1,"###"
2800,3658,3089,3658,3089,3680,2800,3680,1,"###"
2702,3674,3094,3674,3094,3706,2702,3706,1,"###"
2778,3703,3087,3703,3087,3727,2778,3727,1,"###"
2832,3725,3082,3725,3082,3745,2832,3745,1,"###"
1483,2687,1792,2687,1792,2741,1483,2741,0,"DREAMWORK"
1783,95,1886,130,1886,161,1781,132,1,"###"
705,828,1590,828,1590,1078,705,1078,0,"招财进宝"
1705,865,2518,865,2518,1084,1705,1084,0,"普天同笑"
0,3722,27,3722,27,3750,0,3750,0,"S"
1,3642,18,3642,18,3670,1,3670,1,"###"
830,3591,1563,3591,1563,3760,830,3760,0,"1月29日"
1648,3597,2385,3597,2385,3783,1648,3783,0,"传奇归来"
159,3642,234,3642,234,3678,159,3678,0,"2D"
251,3647,335,3647,335,3681,251,3681,0,"3D"
164,3732,307,3732,307,3772,164,3772,0,"IMAX"
313,3740,394,3740,394,3772,313,3772,0,"3D"
2475,3764,3096,3764,3096,3788,2475,3788,1,"###"
2623,3800,3094,3800,3094,3818,2623,3818,1,"###"
2692,3831,3093,3831,3093,3850,2692,3850,1,"###"
