220,2192,2252,2164,2254,2304,222,2333,0,"营业时间:上午10:00-凌晨4:00"
1998,3082,2018,3069,2075,3162,2055,3174,1,"###"
1644,3068,1739,3096,1731,3124,1636,3097,1,"###"
1496,3049,1590,3067,1585,3092,1492,3075,1,"###"
1492,3081,1593,3098,1589,3121,1489,3104,1,"###"
1644,3104,1730,3129,1724,3150,1639,3126,1,"###"
1977,3102,1993,3092,2051,3182,2035,3192,1,"###"
357,3073,1030,3039,1036,3145,363,3179,1,"###"
982,1286,1440,1277,1447,1692,989,1701,1,"###"
86,1273,225,1297,171,1604,32,1580,0,"安华"
152,1762,2395,1762,2395,1962,152,1962,0,"好材好料好味道，既尝既赏既常客"
256,1939,2247,1939,2247,2117,256,2117,0,"一口传奇火锅，满口成都味儿"
