209,1413,1842,1417,1841,1540,209,1537,0,"肯德基宅急送网上订餐（含APP）"
828,1945,2343,1833,2361,2078,846,2189,0,"新年欢聚更有味"
149,1773,1695,1685,1712,1996,167,2084,0,"“桶桶”在一起"
1214,2194,2295,2089,2301,2142,1220,2247,0,"2016年1月4日-1月31日10：00-22:00（送餐时间）"
1791,2362,2323,2286,2333,2351,1801,2427,0,"网订点外带全家桶"
1845,2419,2170,2373,2178,2434,1853,2480,0,"五味小吃桶"
1729,2764,2241,2727,2250,2852,1738,2889,0,"送香辣鸡腿堡"
1348,2762,1596,2743,1599,2782,1351,2801,0,"五味小吃桶"
943,2846,1192,2820,1195,2859,946,2884,0,"外带全家桶"
329,2813,591,2795,594,2842,332,2860,1,"###"
941,2893,1202,2868,1208,2920,947,2945,1,"###"
342,2853,610,2839,614,2896,345,2911,1,"###"
1313,2802,1606,2787,1609,2835,1315,2850,0,"￥54.5 省￥11"
1723,1564,2439,1564,2439,1868,1723,1868,0,"2016"
