1578,1672,1642,1666,1644,1690,1580,1696,0,"中国电信"
1708,1509,1828,1556,1814,1595,1693,1548,0,"狮子山讯飞通讯营业厅"
3,696,59,696,59,776,3,776,1,"店"
664,635,1569,1140,1496,1399,547,948,0,"世纪鱼庄"
1437,1403,1588,1442,1588,1498,1435,1461,1,"###"
941,2428,1021,2429,1021,2448,941,2449,1,"###"
2267,1721,2284,1719,2288,1756,2269,1759,1,"###"
2245,1658,2290,1658,2291,1671,2246,1672,1,"###"
1819,1434,1888,1456,1888,1571,1816,1555,1,"###"
1869,1570,1913,1586,1914,1613,1869,1600,1,"###"
1444,1879,1479,1882,1484,1908,1446,1906,1,"###"
1597,1959,1660,1953,1658,1970,1597,1974,1,"###"
1610,1974,1672,1971,1671,1985,1610,1989,1,"###"
1568,1976,1579,1974,1582,2001,1568,2003,1,"节"
1355,1770,1414,1766,1442,2107,1372,2117,0,"空调开放"
1202,1770,1270,1761,1290,2149,1218,2157,0,"欢迎光临"
1693,1291,1789,1349,1789,1466,1687,1414,0,"中国电信"
1695,1426,1797,1467,1804,1511,1702,1478,1,"###"
2073,1756,2104,1755,2113,1866,2082,1871,0,"春"
1898,1735,1946,1739,1957,1888,1911,1888,0,"春"
2097,1520,2207,1579,2213,1696,2104,1660,0,"索菲亚衣柜"
2016,1510,2067,1534,2068,1596,2018,1574,0,"SOGO"
6,265,95,285,81,621,9,592,1,"###"
