524,1930,1728,1930,1728,1993,524,1993,0,"Please Consciously Stand In Queue"
763,1992,1475,1992,1475,2050,763,2050,0,"To Take Buses boats"
1669,2418,1811,2418,1811,2458,1669,2458,0,"武汉东湖"
1669,2462,1817,2462,1817,2485,1669,2485,0,"Wuhan East Lake"
1560,2491,1663,2491,1663,2521,1560,2521,0,"easylake"
404,951,603,951,603,1028,404,1028,0,"鄂AD5Q75"
435,829,535,829,535,865,435,865,1,"###"
252,717,314,717,314,750,252,750,1,"###"
709,774,768,774,768,796,709,796,1,"###"
861,2101,1409,2101,1409,2167,861,2167,1,"#"
733,2165,1523,2165,1523,2236,733,2236,1,"#"
761,2270,1516,2270,1516,2339,761,2339,1,"#"
412,1758,1843,1758,1843,1888,412,1888,0,"请自觉排队有序乘车（船）"
