562,972,727,972,727,1042,562,1042,0,"警告"
426,1035,874,1035,874,1159,426,1159,0,"严禁入内"
708,227,777,227,777,252,708,252,1,"###"
1411,1251,1887,1251,1887,1423,1411,1423,1,"AL##A"
1675,412,1761,412,1761,443,1675,443,1,"###"
1823,424,1933,424,1933,450,1823,450,1,"###"
1711,367,1873,367,1873,400,1711,400,1,"###"
728,129,773,129,773,155,728,155,1,"###"
4,1007,21,1007,21,1043,4,1043,1,"###"
1268,1185,1345,1185,1345,1208,1268,1208,1,"###"
1266,1201,1337,1201,1337,1227,1266,1227,1,"###"
1459,737,1554,737,1554,763,1459,763,1,"###"
1406,756,1561,756,1561,782,1406,782,1,"###"
1414,780,1561,780,1561,801,1414,801,1,"###"
149,367,181,367,181,373,149,373,1,"###"
96,378,242,378,242,390,96,390,1,"###"
100,390,244,390,244,401,100,401,1,"###"
104,400,239,400,239,410,104,410,1,"###"
106,411,244,411,244,422,106,422,1,"###"
108,421,172,421,172,431,108,431,1,"###"
