1660,1617,1733,1623,1730,1652,1657,1647,0,"配件区"
1865,1359,1973,1364,1970,1415,1862,1410,0,"鞋品"
930,1110,1827,1106,1827,1281,931,1285,0,"贵人鸟体育"
1600,1422,1774,1420,1775,1456,1601,1458,1,"###"
1584,1383,1774,1375,1775,1415,1585,1423,0,"NOWON"
134,1441,307,1441,307,1485,134,1485,0,"D11113"
175,1759,259,1759,259,1773,175,1773,1,"###"
139,1761,169,1761,169,1771,139,1771,1,"###"
179,1802,262,1802,262,1816,179,1816,1,"###"
180,1816,262,1816,262,1826,180,1826,1,"###"
178,1828,263,1828,263,1840,178,1840,1,"###"
202,1846,238,1846,238,1854,202,1854,1,"###"
177,1856,265,1856,265,1868,177,1868,1,"###"
196,1881,241,1881,241,1894,196,1894,1,"###"
195,1894,242,1894,242,1906,195,1906,1,"###"
196,1904,246,1904,246,1917,196,1917,1,"###"
166,1915,268,1915,268,1929,166,1929,1,"###"
850,2145,888,2145,888,2175,850,2175,0,"80"
1936,1467,2057,1467,2057,1481,1936,1481,1,"###"
1855,1533,1949,1533,1949,1548,1855,1548,0,"NOWION"
2025,1368,2146,1368,2146,1402,2025,1402,1,"###"
1342,1431,1481,1431,1481,1464,1342,1464,0,"SALE"
1329,1519,1356,1519,1356,1535,1329,1535,1,"###"
1333,1391,1434,1391,1434,1412,1333,1412,1,"###"
1442,1465,1463,1465,1463,1487,1442,1487,0,"N"
1329,1539,1409,1539,1409,1555,1329,1555,1,"###"
1340,1581,1361,1581,1361,1600,1340,1600,1,"###"
896,1550,919,1550,919,1578,896,1578,0,"80"
1150,1657,1213,1657,1213,1691,1150,1691,1,"###"
1854,1505,1966,1505,1966,1533,1854,1533,1,"###"
1955,1490,2037,1490,2037,1507,1955,1507,1,"###"
1781,1557,1826,1557,1826,1580,1781,1580,1,"###"
1874,1556,1942,1556,1942,1569,1874,1569,1,"###"
1788,1580,1870,1580,1870,1596,1788,1596,1,"###"
1808,1602,1876,1602,1876,1614,1808,1614,1,"###"
1560,1991,1581,1991,1581,2000,1560,2000,1,"###"
1590,2027,1613,2027,1613,2035,1590,2035,1,"###"
1581,2034,1616,2034,1616,2043,1581,2043,1,"###"
1589,2043,1613,2043,1613,2048,1589,2048,1,"###"
1584,2049,1619,2049,1619,2057,1584,2057,1,"###"
1586,2061,1617,2061,1617,2069,1586,2069,1,"###"
