558,746,1361,746,1361,900,558,900,0,"国家免检产品"
0,8,726,8,726,347,0,347,0,"ling"
759,84,1770,84,1770,423,759,423,0,"sports"
461,1068,486,1068,486,1085,461,1085,0,"A6"
734,1171,978,1171,978,1245,734,1245,0,"金陵体育"
874,1242,981,1242,981,1277,874,1277,0,"PORTS"
923,1128,958,1128,958,1160,923,1160,0,"®"
1576,1262,1643,1262,1643,1278,1576,1278,1,"###"
1572,1277,1668,1277,1668,1293,1572,1293,1,"###"
2001,1679,2066,1679,2066,1701,2001,1701,1,"###"
2071,1682,2134,1682,2134,1702,2071,1702,1,"###"
2235,1680,2308,1680,2308,1703,2235,1703,1,"###"
517,1069,535,1069,535,1089,517,1089,0,"A"
536,1070,556,1070,556,1088,536,1088,0,"6"
617,1079,630,1079,630,1092,617,1092,0,"A"
638,988,651,988,651,1006,638,1006,0,"9"
557,1238,572,1238,572,1279,557,1279,1,"###"
609,1241,621,1241,621,1280,609,1280,1,"###"
510,1307,532,1307,532,1317,510,1317,1,"###"
556,1307,580,1307,580,1319,556,1319,1,"###"
598,1310,627,1310,627,1322,598,1322,1,"###"
633,1309,652,1309,652,1323,633,1323,1,"###"
516,1358,529,1358,529,1403,516,1403,1,"###"
559,1356,576,1356,576,1401,559,1401,1,"###"
606,1358,620,1358,620,1404,606,1404,1,"###"
634,1359,649,1359,649,1405,634,1405,1,"###"
477,1316,493,1316,493,1375,477,1375,1,"###"
461,960,484,960,484,972,461,972,1,"###"
507,960,554,960,554,975,507,975,1,"###"
695,1399,747,1399,747,1415,695,1415,1,"###"
1383,1420,1422,1420,1422,1443,1383,1443,1,"###"
1394,1441,1413,1441,1413,1453,1394,1453,1,"###"
