189,844,484,864,482,909,187,888,0,"街道口专卖店"
425,568,1934,543,1949,1413,440,1438,0,"雀春"
1961,705,2207,675,2302,1472,2056,1502,0,"鲜王浆"
43,1692,2233,1719,2230,1887,40,1861,1,"###"
798,2099,891,2099,891,2126,798,2126,0,"门前三包示范点"
786,2127,897,2127,897,2142,786,2142,1,"###"
1029,2453,1071,2436,1079,2456,1037,2473,0,"让身体"
1059,2465,1128,2443,1135,2464,1065,2486,0,"比自己更年轻"
1015,2398,1155,2395,1155,2413,1015,2415,0,"营业时间:9:00-19:30"
1947,2449,1985,2433,1992,2453,1954,2469,0,"让身体"
1972,2454,2035,2443,2037,2460,1974,2471,0,"比自己更年轻"
1088,1999,1152,1979,1164,2015,1100,2035,0,"让身体"
1426,1997,1490,2001,1488,2026,1424,2023,0,"天然营养"
1452,2021,1513,2024,1512,2043,1452,2040,0,"自然健康"
1367,2439,1694,2439,1694,2467,1367,2467,1,"###"
1157,2647,1310,2647,1310,2711,1157,2711,1,"###"
1128,2036,1232,2008,1241,2042,1136,2068,1,"###"
1754,727,1835,727,1837,803,1764,805,0,"R"
