743,2773,811,2773,811,2790,743,2790,0,"武珞路"
736,2896,798,2896,798,2915,736,2915,0,"85566360"
1259,2796,1345,2796,1345,2844,1259,2844,0,"急诊"
1822,1956,2321,2006,2319,2033,1819,1984,1,"###"
1264,2211,1817,2250,1813,2315,1260,2276,0,"湖北省妇幼儿童医院"
873,1606,934,1626,927,1646,867,1627,0,"新八建设"
1806,1888,2318,1938,2321,2005,1809,1953,0,"湖北省妇幼保健院"
738,2864,804,2864,804,2879,738,2879,1,"###"
764,2832,783,2832,783,2857,764,2857,1,"###"
1193,2857,1215,2857,1215,2870,1193,2870,0,"EXIT"
761,2791,793,2791,793,2798,761,2798,1,"###"
1195,2843,1217,2843,1217,2858,1195,2858,0,"出口"
2124,2315,2197,2315,2197,2499,2124,2499,1,"门#"
