185,179,501,209,498,246,182,216,0,"余杭区公安分局"
233,267,823,314,822,340,232,293,0,"SHUIJING COMMUNITY POLICE OFFICE OF NANYUAN POLICE STATION"
176,225,512,252,510,282,174,254,0,"南苑派出所"
725,483,792,469,796,494,729,507,1,"###"
618,229,858,260,859,311,617,288,0,"水景社区警务室"
200,344,285,295,298,319,214,368,0,"搜狐焦点"
102,225,182,176,194,199,116,248,0,"搜狐焦点"
6,459,84,415,97,434,16,480,0,"搜狐焦点"
102,404,184,355,196,375,114,427,0,"搜狐焦点"
202,165,282,122,295,143,214,189,1,"###"
502,172,584,124,595,145,512,190,0,"搜狐焦点"
504,350,582,303,596,324,520,374,0,"搜狐焦点"
312,109,387,66,394,81,323,127,1,"###"
407,52,486,8,499,29,420,73,1,"###"
398,406,483,359,498,379,413,428,1,"###"
301,463,383,414,397,435,313,486,0,"搜狐焦点"
204,520,286,473,299,492,214,542,1,"###"
102,581,184,534,197,554,114,601,0,"搜狐焦点"
3,635,83,590,94,611,14,654,1,"###"
356,535,392,535,392,543,356,543,1,"###"
332,547,418,547,418,554,332,554,1,"###"
331,556,418,556,418,566,331,566,1,"###"
295,585,362,585,362,589,295,589,1,"###"
409,583,472,583,472,591,409,591,1,"###"
527,485,560,485,560,490,527,490,1,"###"
518,565,550,565,550,569,518,569,1,"###"
560,565,569,565,569,569,560,569,1,"###"
100,48,184,1,198,23,114,68,1,"###"
60,72,83,59,96,81,72,93,1,"###"
303,643,387,594,398,614,317,664,0,"搜狐焦点"
205,699,281,651,293,668,216,716,0,"搜狐焦点"
403,586,484,537,494,556,411,605,1,"###"
602,468,684,417,695,439,613,492,0,"搜狐焦点"
604,647,685,598,694,619,616,666,0,"搜狐焦点"
705,587,784,541,793,557,718,605,0,"搜狐焦点"
741,385,783,362,794,383,754,405,0,"焦点"
320,280,385,242,396,261,330,297,1,"###"
439,209,485,184,496,204,452,230,1,"###"
733,35,784,6,797,31,746,61,1,"###"
535,507,581,481,592,499,548,525,1,"###"
804,531,883,482,896,501,817,551,1,"###"
905,469,982,421,994,442,921,491,1,"###"
798,707,886,660,894,679,809,729,1,"###"
506,707,590,661,599,677,516,724,1,"###"
141,737,184,709,196,729,160,748,1,"###"
908,644,988,601,994,618,918,663,1,"###"
801,351,866,318,881,339,817,374,0,"搜狐焦"
700,234,790,182,800,205,714,256,0,"搜狐焦点"
800,179,885,125,896,148,813,200,0,"搜狐焦点"
902,123,986,72,996,91,915,142,0,"搜狐焦点"
900,293,982,249,991,269,912,310,1,"###"
639,94,676,72,688,89,650,111,1,"###"
