1557,1,1626,1,1626,46,1557,46,1,"#"
1334,1,1405,0,1406,47,1335,48,1,"#"
1836,656,1913,652,1916,727,1838,731,0,"免费区"
2571,1360,2632,1389,2620,1416,2559,1387,0,"祥龙"
2611,1133,2653,1120,2662,1149,2620,1162,0,"UKI"
1600,163,1646,161,1647,203,1601,205,0,"喜"
505,151,541,172,540,181,503,161,1,"###"
774,699,809,699,809,708,774,708,1,"###"
776,709,808,709,808,718,776,718,1,"###"
503,128,544,151,539,170,499,147,1,"###"
276,578,370,578,370,612,276,612,0,"中百电影城"
1530,178,1559,178,1559,213,1530,213,1,"###"
1433,723,1460,723,1460,734,1433,734,1,"###"
1532,730,1538,730,1538,754,1532,754,1,"###"
1663,786,1671,786,1671,797,1663,797,1,"###"
1640,679,1664,679,1664,688,1640,688,1,"###"
2412,973,2612,973,2612,1090,2412,1090,1,"###"
2267,737,2464,737,2464,758,2267,758,1,"###"
