990,245,1614,257,1610,464,986,452,0,"Kading"
1661,237,2043,207,2060,414,1677,444,0,"卡丁"
2128,74,2407,0,2448,153,2168,227,0,"CO"
2386,173,2445,172,2446,280,2387,281,0,"可"
737,560,1139,648,1109,789,707,701,0,"kids"
1145,640,2007,600,2015,779,1154,819,0,"moment"
1085,822,1620,839,1616,966,1081,949,0,"莫蒙特"
828,1340,1161,1446,1135,1527,802,1421,0,"LOVE"
1299,1464,1794,1437,1800,1535,1304,1562,1,"SWEET"
1861,1419,2225,1224,2267,1302,1903,1497,1,"HAPPY"
2152,705,2443,533,2442,648,2141,823,0,"青少年"
2164,601,2439,461,2426,549,2165,682,0,"7-PE"
745,187,923,187,923,387,745,387,0,"K"
