142,630,2371,772,2347,1156,117,1015,0,"悟空烧烤"
1644,1181,2383,1205,2378,1377,1638,1353,0,"小食汇"
51,1087,1108,1157,1099,1301,42,1230,0,"Wokoo BBQ"
1059,1445,2404,1486,2401,1591,1056,1549,0,"用心烤好每一串"
21,2114,466,2122,464,2263,19,2256,0,"餐粥"
580,2132,2204,2151,2203,2278,579,2259,0,"烧烤 小海鲜 生烫牛杂"
1775,2384,2126,2381,2126,2465,1775,2468,0,"特色美食"
1776,2586,1880,2580,1882,2616,1777,2621,0,"羊蝎子"
1223,2919,1328,2914,1334,3020,1229,3025,0,"特色"
1706,2710,1850,2688,1855,2721,1711,2743,1,"###"
1707,2746,1858,2725,1862,2754,1710,2775,1,"###"
1762,2494,1907,2497,1906,2532,1761,2529,0,"手抓鹅翅"
1924,2498,2029,2495,2030,2531,1925,2534,0,"7元/只"
2052,2494,2188,2492,2188,2528,2053,2530,0,"筒子骨汤 12元"
2209,2495,2282,2493,2283,2525,2209,2527,0,"12元"
1765,2538,1911,2539,1911,2571,1765,2570,0,"童子甲鱼"
1953,2540,2035,2540,2035,2577,1953,2577,0,"15元"
2057,2538,2195,2536,2195,2573,2057,2575,0,"养生鸡汤"
2213,2535,2299,2533,2300,2569,2213,2571,0,"12元"
1980,2584,2038,2584,2038,2618,1980,2618,0,"8元"
2058,2578,2209,2582,2209,2615,2058,2611,0,"老鸽子汤"
2220,2580,2301,2575,2304,2610,2223,2615,0,"16元"
2068,2625,2211,2625,2211,2661,2068,2661,0,"菌子骨汤"
2229,2624,2311,2619,2313,2656,2231,2661,0,"10元"
1239,3051,1331,3045,1334,3099,1241,3104,1,"###"
