182,1312,495,1365,472,1504,158,1451,0,"topri"
35,1497,580,1570,569,1656,23,1584,0,"国际养发会所"
931,1506,1487,1597,1481,1633,926,1542,0,"武汉东湖新技术开发区羽芊儿美容美体部"
1523,1607,1671,1631,1666,1660,1518,1636,0,"NO.54581"
1712,1639,1962,1678,1958,1709,1708,1670,0,"美丽预约87607280"
827,1677,1430,1744,1420,1843,817,1775,0,"CHLITINA"
1469,1764,1763,1793,1754,1877,1460,1848,0,"克丽缇娜"
808,1858,831,1859,818,2058,795,2057,0,"克丽缇娜"
763,1851,789,1853,777,2061,751,2059,0,"克丽缇娜"
743,2119,776,2120,761,2382,728,2381,0,"克丽缇娜"
5,1874,249,1884,248,1933,3,1923,0,"opri topri"
258,1888,410,1895,408,1937,257,1931,0,"国际养发"
433,1895,539,1901,536,1952,430,1945,0,"topri"
1370,1922,1524,1931,1519,2002,1365,1993,1,"###"
2064,2883,2236,2686,2272,2716,2100,2914,0,"黑马坐标城"
2242,2684,2362,2543,2393,2569,2273,2710,0,"勇闯光谷牛"
2072,2950,2378,2593,2400,2611,2095,2969,0,"月销2.5亿 220户/月加入坐标城"
1898,3166,2019,3028,2037,3044,1916,3182,0,"55511/53311"
796,2146,812,2146,802,2364,786,2364,1,"###"
46,2016,90,2020,82,2082,39,2077,0,"发"
36,2094,81,2100,74,2160,29,2155,0,"发"
1109,2390,1176,2384,1178,2404,1111,2409,1,"###"
866,1875,929,1881,927,1903,863,1897,1,"###"
1129,1899,1187,1903,1186,1926,1128,1922,1,"###"
1219,1906,1257,1904,1257,1928,1220,1930,0,"女人"
1217,1931,1273,1929,1273,1950,1217,1952,0,"勇敢爱"
1116,2108,1129,2108,1127,2188,1113,2188,1,"###"
967,2109,980,2109,978,2188,964,2188,1,"###"
1,2192,47,2192,47,2252,1,2252,0,"58"
861,2150,908,2150,908,2164,861,2164,1,"###"
923,1969,931,1969,931,2017,923,2017,1,"###"
913,1985,920,1985,920,2021,913,2021,1,"###"
973,2009,1045,2009,1045,2026,973,2026,1,"###"
987,2053,1030,2053,1030,2067,987,2067,1,"###"
985,2065,1029,2065,1029,2076,985,2076,1,"###"
845,2373,908,2373,908,2387,845,2387,1,"###"
839,2387,907,2387,907,2400,839,2400,1,"###"
1282,2144,1300,2144,1300,2153,1282,2153,1,"###"
1283,2152,1298,2152,1298,2163,1283,2163,1,"###"
1,2017,25,2017,25,2076,1,2076,1,"###"
0,2101,19,2101,19,2143,0,2143,1,"###"
865,1858,930,1858,930,1880,865,1880,1,"###"
2254,3197,2307,3125,2325,3147,2282,3197,1,"###"
2348,2922,2400,2922,2400,3048,2348,3048,1,"###"
2188,3198,2275,3081,2288,3101,2212,3200,1,"###"
2213,3198,2282,3103,2293,3110,2229,3199,1,"###"
1840,3170,1873,3134,1882,3150,1850,3187,1,"###"
1902,3094,1991,2995,2000,3011,1913,3108,1,"###"
1910,3110,1997,3016,2003,3026,1919,3119,1,"###"
