2838,568,3061,535,3139,1079,2916,1111,0,"美食城"
2279,413,2616,228,2917,779,2580,963,0,"楚味"
2214,754,2852,715,2874,1078,2237,1118,0,"印象"
798,644,1309,638,1313,971,802,976,0,"犇犇"
1030,920,1721,891,1735,1212,1043,1241,0,"特果饮"
662,1235,835,1217,840,1260,667,1278,0,"BEN BEN"
952,1412,1018,1408,1019,1435,953,1439,0,"奶茶"
1084,1393,1153,1386,1157,1416,1088,1423,0,"茶饮"
1212,1372,1303,1366,1304,1399,1213,1404,1,"###"
1366,1348,1432,1348,1432,1376,1366,1376,0,"咖啡"
1503,1327,1573,1324,1574,1355,1504,1357,0,"糕点"
1656,1308,1726,1308,1726,1336,1656,1336,1,"甜品"
0,1183,402,1139,424,1335,21,1379,0,"酒店"
0,1408,386,1362,397,1455,10,1501,0,"E HOTEL"
189,1715,315,1758,269,1894,143,1851,0,"犇犇"
212,1867,376,1928,348,2003,184,1943,0,"特果饮"
126,2340,280,2338,280,2364,126,2366,1,"##山路"
124,1887,177,1906,170,1926,115,1905,1,"###"
301,2142,353,2138,352,2150,298,2155,1,"###"
2357,2168,2401,2204,2403,2245,2356,2215,1,"###"
749,2200,887,2267,873,2304,733,2240,1,"###"
1558,2286,1584,2298,1578,2313,1553,2304,1,"###"
1552,2310,1573,2318,1569,2330,1548,2324,1,"###"
2375,2239,2408,2254,2404,2294,2370,2279,1,"###"
1635,2333,1662,2349,1659,2359,1630,2345,1,"###"
1551,2326,1571,2336,1566,2348,1545,2342,1,"###"
1542,2344,1562,2354,1556,2363,1536,2354,1,"###"
