74,1759,452,1759,452,1845,74,1845,0,"SIEMENS"
701,1714,2414,1714,2414,1942,701,1942,0,"西门子助听器"
1351,2230,2716,2230,2716,2380,1351,2380,0,"客户配机专享优惠，同享"
2099,1558,2135,1558,2135,1573,2099,1573,0,"Midea"
2105,1570,2127,1570,2127,1584,2105,1584,0,"美的"
1127,2256,1320,2256,1320,2294,1127,2294,1,"###"
1163,2295,1272,2295,1272,2331,1163,2331,0,"星期二"
1128,2330,1293,2330,1293,2363,1128,2363,1,"###"
325,2017,971,2017,971,2109,325,2109,0,"海之声听力连锁"
1222,2009,1727,2009,1727,2103,1222,2103,0,"武昌旗舰店"
1845,2002,2436,2002,2436,2097,1845,2097,0,"88185408"
