1804,729,2997,736,2997,862,1803,854,0,"国际崇仁供电营业厅"
2130,1342,2847,1337,2848,1520,2131,1525,0,"营业时间"
2169,1541,2869,1532,2869,1612,2169,1620,0,"BUSINESS TIME"
1869,1758,2329,1752,2330,1851,1870,1858,0,"周一-周五"
1883,2000,2349,1989,2352,2092,1886,2103,0,"周六周日"
2509,1767,3000,1755,3003,1853,2511,1864,0,"8：30-17"
2534,2017,3060,1999,3064,2105,2538,2122,0,"9:00-16"
1981,2286,3090,2236,3093,2311,1984,2362,0,"周休日及国家法定节假日仅办理电费交费"
2271,266,2887,275,2885,412,2269,404,0,"国家电网"
2274,401,2906,412,2904,495,2273,485,0,"STATE GRID"
1892,232,2163,235,2161,328,1891,325,0,"国家电网公司"
1714,868,3091,868,3091,906,1714,906,0,"STATE GRID CHONGREN POWER SUPPLY BUSINE## C###ER"
1888,1864,2335,1864,2335,1939,1888,1939,0,"MON.~TRI."
1891,2116,2355,2116,2355,2192,1891,2192,0,"SAT.~SUN."
1889,316,2193,316,2193,502,1889,502,0,"STATE GRID CORPORATION OF CHINA"
