55,772,477,772,477,902,55,902,0,"婚庆黄金"
1618,809,2022,809,2022,927,1618,927,0,"9999专家"
2098,830,2356,830,2356,894,2098,894,0,"鸳鸯金楼"
824,787,1330,787,1330,941,824,941,0,"鸳鸯金楼"
1417,1156,1548,1156,1548,1195,1417,1195,0,"鸳鸯金楼"
1411,1192,1521,1192,1521,1212,1411,1212,1,"###"
1442,1363,1551,1363,1551,1389,1442,1389,0,"黄金7.7元购"
661,1115,765,1115,765,1143,661,1143,0,"七夕相惠"
675,1146,767,1146,767,1167,675,1167,0,"让K金hold住"
678,1173,768,1173,768,1199,678,1199,0,"最时尚的你"
659,1254,756,1254,756,1283,659,1283,0,"时尚由你"
655,1282,763,1282,763,1309,655,1309,0,"随心搭配"
652,1324,776,1324,776,1346,652,1346,0,"买1977元及以"
654,1346,764,1346,764,1366,654,1366,0,"上的K金的项链"
652,1367,779,1367,779,1386,652,1386,0,"送K金吊坠一件"
1453,1479,1533,1479,1533,1496,1453,1496,1,"###"
1446,1390,1545,1390,1545,1400,1446,1400,1,"###"
1458,1253,1563,1253,1563,1272,1458,1272,1,"###"
1009,1315,1136,1315,1136,1352,1009,1352,1,"#鸯金楼"
378,203,2292,300,2280,717,354,636,0,"鸳鸯金楼"
763,1268,827,1268,827,1306,763,1306,1,"###"
1032,1352,1141,1352,1141,1367,1032,1367,1,"###"
2087,937,2132,937,2132,963,2087,963,0,"CCTV3"
1345,1258,1385,1258,1385,1272,1345,1272,1,"###"
1462,1290,1513,1290,1513,1328,1462,1328,0,"夕"
1654,1019,1813,1019,1813,1059,1654,1059,1,"###"
2096,959,2124,959,2124,984,2096,984,1,"###"
2315,944,2358,944,2358,972,2315,972,1,"###"
1408,1493,1436,1493,1436,1512,1408,1512,0,"女戒"
1422,1557,1457,1557,1457,1571,1422,1571,0,"5.8折"
644,1561,770,1561,770,1599,644,1599,0,"浪漫七夕"
995,1715,1126,1715,1126,1729,995,1729,1,"###"
997,1731,1121,1731,1121,1743,997,1743,1,"###"
229,1295,288,1295,288,1344,229,1344,1,"###"
692,1435,774,1435,774,1454,692,1454,0,"金鸳鸯"
1408,1461,1536,1461,1536,1475,1408,1475,1,"#的K金项链，送金吊坠一件"
1401,1416,1540,1416,1540,1434,1401,1434,1,"惠”，让K金hold住#时尚的你"
1405,1374,1433,1374,1433,1390,1405,1390,0,"“惠”"
1420,1444,1516,1444,1516,1459,1420,1459,1,"时尚由你，随心#配"
1464,1502,1525,1502,1525,1519,1464,1519,1,"买二#一"
1414,1534,1512,1534,1512,1548,1414,1548,1,"###"
1340,1218,1568,1218,1568,1236,1340,1236,1,"CCT#3 ####《向幸福出发 独家冠名商》"
2090,1358,2341,1358,2341,1402,2090,1402,0,"婚庆黄金9999专家"
