597,669,2448,784,2420,1251,569,1137,0,"果唯伊"
1959,1430,2446,1462,2440,1547,1953,1514,0,"NO。wh00"
417,1658,2006,1721,1999,1905,410,1842,0,"水果超市"
70,2297,661,2337,653,2448,62,2408,0,"水果超市"
43,2431,109,2447,81,2558,16,2542,0,"10元"
793,2835,937,2819,943,2869,799,2885,0,"热卖中"
1849,2918,2030,2909,2034,2984,1852,2993,0,"热卖中"
1858,3015,2023,3004,2030,3103,1865,3114,0,"火龙果"
1858,3138,2034,3133,2036,3199,1859,3204,0,"10元4个"
1276,2488,1345,2478,1349,2516,1280,2525,0,"热卖中"
1592,2438,1674,2416,1685,2459,1603,2481,0,"热卖中"
1366,2469,1434,2460,1440,2504,1371,2512,0,"热卖中"
1599,2490,1678,2495,1676,2546,1596,2541,0,"丰水梨"
1605,2558,1701,2585,1686,2635,1590,2607,0,"10元3/斤"
1275,2586,1348,2601,1339,2652,1265,2638,0,"10元3斤"
2086,2539,2148,2535,2150,2591,2089,2595,1,"###"
1843,2539,1880,2539,1880,2593,1843,2593,1,"###"
784,2910,929,2887,939,2955,795,2978,1,"###"
796,2986,923,2964,931,3010,804,3033,1,"###"
817,3003,939,3035,925,3090,802,3058,0,"6.8元/斤"
99,2468,201,2468,201,2505,99,2505,0,"雷村"
2116,2415,2205,2415,2205,2435,2116,2435,1,"###"
